Dataset,true_labels,TITAN,ABMIL,WCHFHPM
Dataset2---Internal Testing,1,0.999999182,0.84079808,0.930691207
Dataset2---Internal Testing,1,0.999962203,0.371914536,0.9260279
Dataset2---Internal Testing,1,0.999996316,0.001634505,0.922887609
Dataset2---Internal Testing,1,0.768731067,0.000363845,0.922226158
Dataset2---Internal Testing,0,0.863937867,0.000198341,0.03761904
Dataset2---Internal Testing,0,0.020036685,0.000288453,0.031042012
Dataset2---Internal Testing,0,0.02088714,0.001559358,0.211822727
Dataset2---Internal Testing,0,0.176563495,0.000538235,0.093855448
Dataset2---Internal Testing,0,0.0010259,0.000368812,0.047877309
Dataset2---Internal Testing,0,0.368595769,0.116969749,0.127946708
Dataset2---Internal Testing,0,5.81785E-05,0.339287788,0.034508444
Dataset2---Internal Testing,0,0.519746572,0.00172885,0.67565353
Dataset2---Internal Testing,0,0.975251754,0.00219201,0.10965023
Dataset2---Internal Testing,0,0.000348639,0.001774514,0.101421406
Dataset2---Internal Testing,1,0.999998923,0.776748538,0.910689605
Dataset2---Internal Testing,0,0.004482981,0.0044803,0.114439857
Dataset2---Internal Testing,1,0.972752033,0.817070186,0.905175433
Dataset2---Internal Testing,1,0.999991916,0.001434006,0.904458623
Dataset2---Internal Testing,0,0.045878433,0.000510167,0.09416652
Dataset2---Internal Testing,1,0.999905458,0.00036233,0.903303484
Dataset2---Internal Testing,0,3.49816E-05,0.001529577,0.092880953
Dataset2---Internal Testing,0,0.648817714,0.600356877,0.104915686
Dataset2---Internal Testing,0,0.012948771,0.000440444,0.01
Dataset2---Internal Testing,1,0.993008881,0.850719988,0.885025354
Dataset2---Internal Testing,0,0.00055948,0.003886377,0.210001507
Dataset2---Internal Testing,0,0.012440933,0.00108374,0.0978994
Dataset2---Internal Testing,0,0.126958865,0.000579221,0.105217778
Dataset2---Internal Testing,0,0.0884237,0.011107469,0.078376271
Dataset2---Internal Testing,0,0.001777907,0.005429451,0.591843949
Dataset2---Internal Testing,0,0.000141118,0.001234629,0.038314415
Dataset2---Internal Testing,0,4.07386E-05,0.000241123,0.01
Dataset2---Internal Testing,1,0.926075038,0.000347015,0.87747957
Dataset2---Internal Testing,0,0.000153309,0.004543937,0.21389027
Dataset2---Internal Testing,0,0.000275853,0.00102597,0.167332615
Dataset2---Internal Testing,0,0.285061235,0.000916004,0.15464694
Dataset2---Internal Testing,0,5.96419E-05,0.000304561,0.01
Dataset2---Internal Testing,1,0.938760112,0.000497116,0.874084961
Dataset2---Internal Testing,1,0.999999878,0.001422279,0.872636543
Dataset2---Internal Testing,1,0.99999003,0.003115762,0.868367712
Dataset3---Multicenter,1,0.999913961,0.678061366,0.86161374
Dataset2---Internal Testing,0,0.409584078,0.001744172,0.156913963
Dataset2---Internal Testing,0,0.001974831,0.00043672,0.265302265
Dataset2---Internal Testing,0,0.030657166,0.606657982,0.102929834
Dataset2---Internal Testing,0,0.014223636,0.000573733,0.044182369
Dataset2---Internal Testing,1,0.991102877,0.006854569,0.860556746
Dataset2---Internal Testing,1,0.979755035,0.586978257,0.859946591
Dataset2---Internal Testing,0,0.018328545,0.00026132,0.04726784
Dataset2---Internal Testing,0,0.128457256,0.007934781,0.318200172
Dataset2---Internal Testing,1,0.998450865,0.007624579,0.848724328
Dataset2---Internal Testing,1,0.934684283,0.000634117,0.839291174
Dataset2---Internal Testing,0,0.001257498,0.002047171,0.01
Dataset2---Internal Testing,1,0.999866168,0.36669153,0.833500969
Dataset2---Internal Testing,0,1.34314E-07,0.002576764,0.158347769
Dataset2---Internal Testing,0,0.019406301,0.000231629,0.044574442
Dataset2---Internal Testing,0,0.000755058,0.001576747,0.154965947
Dataset2---Internal Testing,0,0.120631835,0.028143086,0.09020145
Dataset2---Internal Testing,0,7.85501E-05,0.002963353,0.29112748
Dataset2---Internal Testing,0,0.445657357,0.183280572,0.19413637
Dataset2---Internal Testing,0,0.000734589,0.272276193,0.131056499
Dataset2---Internal Testing,0,0.465883691,0.000592139,0.034545036
Dataset2---Internal Testing,0,0.000171231,0.000437247,0.034836047
Dataset2---Internal Testing,1,0.67625749,0.000904257,0.827100297
Dataset2---Internal Testing,1,0.999891477,0.853786767,0.825338024
Dataset2---Internal Testing,0,0.006112426,0.000148025,0.01
Dataset2---Internal Testing,0,0.738596169,0.031596478,0.095837393
Dataset2---Internal Testing,0,0.200423363,0.000424344,0.01
Dataset2---Internal Testing,0,0.000155849,0.001767379,0.11084
Dataset2---Internal Testing,0,2.76104E-05,0.000192509,0.01
Dataset2---Internal Testing,0,0.169529862,0.818378508,0.877639997
Dataset2---Internal Testing,0,0.002786045,0.624933541,0.312526555
Dataset2---Internal Testing,0,0.006438147,0.630697966,0.104553069
Dataset2---Internal Testing,0,0.00011938,0.173263252,0.109372151
Dataset2---Internal Testing,0,1.79745E-05,0.000503856,0.01
Dataset2---Internal Testing,0,0.00191764,0.0002643,0.01
Dataset2---Internal Testing,0,0.004808859,0.004302807,0.178157578
Dataset2---Internal Testing,1,0.999701288,0.196729049,0.824827224
Dataset2---Internal Testing,1,0.727973983,0.000400186,0.822473261
Dataset2---Internal Testing,0,0.316455985,0.000419236,0.06504232
Dataset2---Internal Testing,0,0.000129845,0.745539308,0.138351345
Dataset2---Internal Testing,0,0.072147319,0.00122098,0.102994974
Dataset2---Internal Testing,0,0.000176202,0.011872757,0.132738151
Dataset2---Internal Testing,0,6.22387E-05,0.000481156,0.038335261
Dataset2---Internal Testing,0,0.003094721,0.000177642,0.01
Dataset2---Internal Testing,0,0.853366614,0.003479682,0.30594669
Dataset2---Internal Testing,0,0.002224057,0.004341116,0.068528078
Dataset2---Internal Testing,0,0.001896061,0.000585917,0.01
Dataset2---Internal Testing,1,0.987783135,0.001920905,0.821369663
Dataset2---Internal Testing,0,0.001880903,0.005862325,0.079339605
Dataset2---Internal Testing,0,0.083280612,0.00413709,0.186205023
Dataset2---Internal Testing,0,0.076094905,0.637850106,0.207079347
Dataset2---Internal Testing,0,0.026870789,0.00035779,0.097498954
Dataset2---Internal Testing,1,0.999997483,0.707972705,0.815079015
Dataset2---Internal Testing,1,0.998946047,0.795427561,0.812178209
Dataset2---Internal Testing,1,0.999999098,0.791711092,0.808747894
Dataset2---Internal Testing,0,0.000131033,0.000223819,0.01
Dataset2---Internal Testing,0,3.57318E-05,0.002777897,0.163788917
Dataset2---Internal Testing,0,0.003209901,0.000554179,0.01
Dataset2---Internal Testing,0,0.00562693,0.004072199,0.522321877
Dataset2---Internal Testing,0,0.28531738,0.000470706,0.074403994
Dataset2---Internal Testing,0,0.027787758,0.000619592,0.056321386
Dataset2---Internal Testing,0,0.001488513,0.002256066,0.220899803
Dataset2---Internal Testing,0,1.01245E-05,0.000383777,0.01
Dataset2---Internal Testing,1,0.999824571,0.000464895,0.804518058
Dataset2---Internal Testing,1,0.999999326,0.780687094,0.801168003
Dataset2---Internal Testing,1,0.999984081,0.746483028,0.799810134
Dataset3---Multicenter,1,0.999999464,0.612813056,0.793854168
Dataset2---Internal Testing,1,0.676699805,0.000670316,0.789697472
Dataset2---Internal Testing,1,0.98663388,0.466256589,0.783640107
Dataset2---Internal Testing,1,0.995703738,0.000428967,0.783402082
Dataset2---Internal Testing,1,0.999999641,0.001276141,0.783016687
Dataset3---Multicenter,1,0.997169623,0.633465707,0.782429237
Dataset2---Internal Testing,1,0.954410651,0.000567671,0.775521309
Dataset2---Internal Testing,1,0.99728458,0.000206308,0.774148333
Dataset2---Internal Testing,0,0.00668516,0.000961886,0.264724621
Dataset2---Internal Testing,0,1.04557E-05,0.001026805,0.106088546
Dataset2---Internal Testing,0,3.10658E-05,0.002518955,0.099150476
Dataset2---Internal Testing,0,0.007461432,0.001346707,0.143048646
Dataset2---Internal Testing,0,0.00079386,0.000425224,0.216770258
Dataset2---Internal Testing,0,0.002136681,0.000597888,0.01
Dataset2---Internal Testing,0,0.002372554,0.001278887,0.157816101
Dataset2---Internal Testing,0,0.384338337,0.000444698,0.601077765
Dataset2---Internal Testing,0,0.000608784,0.001414734,0.159476459
Dataset2---Internal Testing,0,0.202215137,0.00731994,0.206305363
Dataset2---Internal Testing,0,9.66869E-05,0.001156694,0.174435165
Dataset2---Internal Testing,0,7.45538E-05,0.00709142,0.611823956
Dataset2---Internal Testing,0,0.001300699,0.019160619,0.166474691
Dataset2---Internal Testing,0,0.001310452,0.000506399,0.103509583
Dataset2---Internal Testing,0,0.000400743,0.001618245,0.204725737
Dataset2---Internal Testing,0,0.000616172,0.000520304,0.01
Dataset2---Internal Testing,0,1.43032E-05,0.0004041,0.01
Dataset2---Internal Testing,0,0.292702633,0.000538592,0.663280171
Dataset2---Internal Testing,0,0.995061718,0.000313594,0.081764871
Dataset2---Internal Testing,0,0.99569691,0.002069683,0.285182248
Dataset2---Internal Testing,1,0.322433253,0.001306396,0.770977028
Dataset2---Internal Testing,1,0.990135864,0.645493627,0.765442085
Dataset2---Internal Testing,1,0.998277322,0.701733112,0.753380337
Dataset2---Internal Testing,0,0.002561787,0.00168227,0.090088669
Dataset2---Internal Testing,0,0.829985907,0.000264735,0.01
Dataset2---Internal Testing,0,0.596217261,0.000249598,0.01
Dataset2---Internal Testing,0,0.392541656,0.70877564,0.239514296
Dataset2---Internal Testing,0,0.060576506,0.000252785,0.065924763
Dataset2---Internal Testing,0,0.083324287,0.000367046,0.024805647
Dataset2---Internal Testing,0,0.135900326,0.000585774,0.104147553
Dataset2---Internal Testing,0,0.134433741,0.000609421,0.045804747
Dataset2---Internal Testing,0,0.005044192,0.000201245,0.082106074
Dataset2---Internal Testing,0,2.4514E-05,0.000962841,0.125058818
Dataset2---Internal Testing,0,0.083304981,0.000424992,0.129307443
Dataset2---Internal Testing,0,0.016697261,0.000229412,0.039460261
Dataset2---Internal Testing,0,0.010108496,0.000321108,0.057889143
Dataset2---Internal Testing,0,0.068992843,0.00090204,0.194457782
Dataset2---Internal Testing,0,3.32342E-05,0.001795778,0.106299581
Dataset2---Internal Testing,0,0.117826076,0.005704738,0.498612529
Dataset2---Internal Testing,1,0.998213615,0.00117188,0.744461868
Dataset2---Internal Testing,1,0.736705487,0.002726241,0.741044293
Dataset2---Internal Testing,1,0.189699898,0.000921816,0.740958671
Dataset2---Internal Testing,0,9.89087E-05,0.001101258,0.141931566
Dataset2---Internal Testing,0,0.052911335,0.001120473,0.111789556
Dataset2---Internal Testing,0,0.884647323,0.000299936,0.010612865
Dataset2---Internal Testing,0,0.000605054,0.001422701,0.254566443
Dataset2---Internal Testing,0,0.016517611,0.010413286,0.157759485
Dataset2---Internal Testing,0,0.180410486,0.00130371,0.123289024
Dataset2---Internal Testing,0,0.008455852,0.000456064,0.01
Dataset2---Internal Testing,0,0.005784416,0.664439976,0.569249837
Dataset2---Internal Testing,0,0.01730986,0.000242754,0.01
Dataset2---Internal Testing,0,0.013411301,0.000284004,0.555761308
Dataset3---Multicenter,1,0.99042597,0.000234245,0.738542324
Dataset2---Internal Testing,0,0.011062476,0.006007532,0.552491129
Dataset2---Internal Testing,0,0.035081773,0.006410041,0.299758663
Dataset2---Internal Testing,0,0.362625031,0.000247945,0.052679982
Dataset2---Internal Testing,0,0.000634547,0.001565333,0.170116606
Dataset2---Internal Testing,0,0.012276519,0.002065359,0.210063659
Dataset2---Internal Testing,0,0.175369945,0.000514928,0.01
Dataset2---Internal Testing,0,0.000117732,0.000189848,0.01
Dataset2---Internal Testing,0,0.007283755,0.00061581,0.180078674
Dataset2---Internal Testing,0,0.001587468,0.00055254,0.01
Dataset2---Internal Testing,0,0.007001207,0.001825062,0.126537273
Dataset2---Internal Testing,0,0.003598761,0.000594128,0.01
Dataset2---Internal Testing,0,0.012018154,0.001784994,0.18763867
Dataset2---Internal Testing,0,0.009030363,0.000265069,0.092667513
Dataset2---Internal Testing,0,0.0015092,0.001138416,0.13116272
Dataset2---Internal Testing,0,0.000291571,0.033394217,0.094758186
Dataset2---Internal Testing,0,0.124191282,0.000524984,0.021629733
Dataset2---Internal Testing,1,0.999718909,0.784721255,0.735737027
Dataset2---Internal Testing,0,0.564319406,0.801055253,0.308987255
Dataset2---Internal Testing,0,0.426322554,0.001992635,0.207530253
Dataset2---Internal Testing,0,0.053373653,0.010521538,0.062925982
Dataset2---Internal Testing,0,0.000284387,0.000731523,0.01
Dataset2---Internal Testing,0,0.011927788,0.000248674,0.063118559
Dataset2---Internal Testing,0,1.16305E-06,0.00104117,0.052142725
Dataset3---Multicenter,1,0.460443141,0.687076628,0.734304804
Dataset2---Internal Testing,0,0.999694019,0.00087313,0.56696943
Dataset2---Internal Testing,0,0.495525106,0.000865778,0.087091306
Dataset2---Internal Testing,0,0.001127999,0.000778445,0.022275591
Dataset2---Internal Testing,0,0.029678661,0.002964996,0.568415595
Dataset2---Internal Testing,0,0.706544576,0.000569257,0.134485201
Dataset2---Internal Testing,0,1.46339E-05,0.004139861,0.130585403
Dataset2---Internal Testing,0,0.012109882,0.307380378,0.056689706
Dataset2---Internal Testing,0,0.011820631,0.000557699,0.01
Dataset2---Internal Testing,0,0.000640513,0.000697096,0.083934432
Dataset2---Internal Testing,0,0.085347976,0.000560521,0.081171637
Dataset2---Internal Testing,0,0.242938162,0.003372252,0.592455737
Dataset2---Internal Testing,0,0.039297519,0.000493431,0.01
Dataset2---Internal Testing,0,7.6032E-05,0.026979215,0.130862637
Dataset2---Internal Testing,0,0.050047629,0.000641426,0.075141905
Dataset2---Internal Testing,0,0.009631949,0.000329142,0.01
Dataset2---Internal Testing,0,0.584087358,0.003742594,0.255080988
Dataset2---Internal Testing,0,0.00420155,0.000910452,0.520145507
Dataset2---Internal Testing,0,0.146459864,0.001622111,0.626756974
Dataset2---Internal Testing,0,0.18434897,0.000325755,0.067480869
Dataset2---Internal Testing,0,5.27044E-05,0.001643941,0.02886449
Dataset2---Internal Testing,1,0.987441963,0.000385077,0.733739857
Dataset2---Internal Testing,1,0.988698699,0.001575202,0.732647335
Dataset2---Internal Testing,1,0.99832516,0.001318073,0.729660786
Dataset3---Multicenter,1,0.999826611,0.859938562,0.72910279
Dataset2---Internal Testing,1,0.999980457,0.000987179,0.728961138
Dataset2---Internal Testing,1,0.99999085,0.540567815,0.728056711
Dataset2---Internal Testing,1,0.999686419,0.009147601,0.725185459
Dataset2---Internal Testing,1,0.999999967,0.001465032,0.724115261
Dataset3---Multicenter,1,0.999882566,0.019946229,0.723136242
Dataset3---Multicenter,1,0.988091986,0.001111453,0.721093969
Dataset2---Internal Testing,1,0.26834143,0.00251638,0.715545022
Dataset2---Internal Testing,1,0.852441696,0.000514514,0.714519201
Dataset3---Multicenter,1,0.931415246,0.001518745,0.710783587
Dataset2---Internal Testing,1,0.994356732,0.004266166,0.707848663
Dataset2---Internal Testing,1,0.999908617,0.002250473,0.705869913
Dataset2---Internal Testing,1,0.67462422,0.000719002,0.704548949
Dataset2---Internal Testing,1,0.886257552,0.788830757,0.703918578
Dataset3---Multicenter,1,0.115880735,0.7208848,0.694021204
Dataset2---Internal Testing,1,0.991938392,0.026826486,0.688110426
Dataset2---Internal Testing,1,0.969073256,0.001239609,0.683988751
Dataset2---Internal Testing,1,0.987447432,0.002271294,0.682086827
Dataset2---Internal Testing,1,0.973826959,0.000413565,0.681289638
Dataset2---Internal Testing,1,0.999999386,0.001724696,0.675581637
Dataset2---Internal Testing,1,0.477085578,0.000600867,0.666976965
Dataset2---Internal Testing,1,0.99949831,0.000698152,0.661950638
Dataset2---Internal Testing,1,0.853044802,0.00482648,0.657532412
Dataset3---Multicenter,1,0.093178828,0.000449073,0.656095874
Dataset2---Internal Testing,1,0.998656917,0.002796751,0.654394315
Dataset2---Internal Testing,1,0.453288001,0.000740489,0.647833367
Dataset3---Multicenter,1,0.998688232,0.008995821,0.646603929
Dataset2---Internal Testing,1,0.20255105,0.0070917,0.641215265
Dataset2---Internal Testing,1,0.757754584,0.003625196,0.633655853
Dataset2---Internal Testing,1,0.983362479,0.000545883,0.632696281
Dataset3---Multicenter,1,0.975334303,0.00149555,0.62481219
Dataset3---Multicenter,1,0.999701769,0.662210882,0.588648756
Dataset2---Internal Testing,1,0.233445308,0.001390086,0.57441053
Dataset3---Multicenter,1,0.97296487,0.012720784,0.574270938
Dataset3---Multicenter,1,0.930285104,0.002513293,0.570460308
Dataset3---Multicenter,1,0.936089919,0.350467384,0.553121206
Dataset3---Multicenter,1,0.999999997,0.839556634,0.514316487
Dataset3---Multicenter,1,0.999819006,0.670986533,0.426903523
Dataset3---Multicenter,1,0.999858667,0.784436285,0.297989556
Dataset2---Internal Testing,1,0.99999225,0.648700178,0.287120686
Dataset3---Multicenter,1,0.99793785,0.001429104,0.255626538
Dataset3---Multicenter,1,0.999996147,0.82242012,0.235449504
Dataset2---Internal Testing,1,0.991894191,0.611354411,0.219497883
Dataset2---Internal Testing,1,0.999662013,0.000455095,0.167333876
Dataset2---Internal Testing,1,0.094560279,0.000799324,0.163076796
Dataset2---Internal Testing,1,0.415899204,0.000933566,0.14919812
Dataset2---Internal Testing,0,0.035680182,0.000181724,0.600635627
Dataset2---Internal Testing,0,0.01026569,0.000621163,0.048388575
Dataset2---Internal Testing,0,0.08190899,0.001566565,0.155205936
Dataset2---Internal Testing,0,0.0705298,0.000593174,0.159674475
Dataset2---Internal Testing,0,0.000145666,0.00165865,0.10895071
Dataset2---Internal Testing,0,0.000619276,0.000184167,0.069097261
Dataset2---Internal Testing,0,0.000850713,0.001005961,0.099831174
Dataset2---Internal Testing,0,0.223155456,0.003906987,0.22295483
Dataset2---Internal Testing,1,0.228638573,0.000532894,0.092328111
Dataset2---Internal Testing,1,0.771580207,0.000591917,0.081266149
Dataset2---Internal Testing,1,0.000308893,0.001185713,0.045849343
Dataset2---Internal Testing,0,0.725192411,0.01090891,0.165098221
Dataset2---Internal Testing,0,0.066208468,0.015431794,0.639988912
Dataset2---Internal Testing,0,0.44867172,0.001025568,0.164552388
Dataset2---Internal Testing,0,0.029289071,0.00243378,0.073261855
Dataset2---Internal Testing,0,0.011445411,0.000485119,0.01
Dataset2---Internal Testing,0,0.391557403,0.000477545,0.140566161
Dataset2---Internal Testing,0,0.000752109,0.001269927,0.094775663
Dataset2---Internal Testing,0,0.09722031,0.001912727,0.27312837
Dataset2---Internal Testing,0,0.011585853,0.008686991,0.279385667
Dataset2---Internal Testing,0,0.082326093,0.000353891,0.660720491
Dataset2---Internal Testing,0,0.002399759,0.00201563,0.107828631
Dataset2---Internal Testing,0,0.001576747,0.00031732,0.035939495
Dataset2---Internal Testing,0,0.005130239,0.000187623,0.158700489
Dataset2---Internal Testing,0,0.998225506,0.004266328,0.684684489
Dataset2---Internal Testing,0,0.003076213,0.000242362,0.602495617
Dataset2---Internal Testing,0,0.001654765,0.00136736,0.181763691
Dataset2---Internal Testing,0,0.007909379,0.001036778,0.267182385
Dataset2---Internal Testing,0,0.011206104,0.00066121,0.481987395
Dataset2---Internal Testing,0,0.009894832,0.001186626,0.70360593
Dataset2---Internal Testing,0,0.000597733,0.001916841,0.171072627
Dataset2---Internal Testing,0,0.003221169,0.000499805,0.095315314
Dataset2---Internal Testing,0,0.009357725,0.000744041,0.085723161
Dataset2---Internal Testing,0,0.685823698,0.34880504,0.176332196
Dataset2---Internal Testing,0,1.72126E-05,0.002247188,0.151237613
Dataset2---Internal Testing,0,0.016520686,0.001285439,0.040285907
Dataset2---Internal Testing,0,0.003304645,0.000703729,0.314357113
Dataset2---Internal Testing,0,0.117014792,0.000759185,0.24728229
Dataset2---Internal Testing,0,0.013894856,0.000769084,0.123374294
Dataset2---Internal Testing,0,0.202170463,0.00075696,0.084619042
Dataset2---Internal Testing,0,0.209400112,0.532504261,0.618646004
Dataset2---Internal Testing,0,0.003385208,0.001452021,0.071085452
Dataset2---Internal Testing,0,0.349979579,0.002134808,0.236625086
Dataset2---Internal Testing,0,0.121622631,0.000944544,0.0448377
Dataset2---Internal Testing,0,0.000143993,0.000554669,0.062711925
Dataset2---Internal Testing,0,6.69479E-06,0.000345254,0.281931898
Dataset2---Internal Testing,0,0.000219049,0.000883302,0.058863912
Dataset2---Internal Testing,0,0.127520532,0.002727746,0.204909984
Dataset2---Internal Testing,0,7.29461E-05,0.001089037,0.025105976
Dataset2---Internal Testing,0,0.318295495,0.000668121,0.183454486
Dataset2---Internal Testing,0,0.759941952,0.000794691,0.650236481
Dataset2---Internal Testing,0,0.05786056,0.000518625,0.089511647
Dataset2---Internal Testing,0,0.044740413,0.00045451,0.049596443
Dataset2---Internal Testing,0,0.144415846,0.00067405,0.133885917
Dataset2---Internal Testing,0,0.001573238,0.001454095,0.085564006
Dataset2---Internal Testing,0,0.043617485,0.000192483,0.148405489
Dataset2---Internal Testing,0,0.007941219,0.000560132,0.291451519
Dataset2---Internal Testing,0,0.013951328,0.001695686,0.038803212
Dataset2---Internal Testing,0,0.083787973,0.000329877,0.161161959
Dataset2---Internal Testing,0,0.000851061,0.000429203,0.04933017
Dataset2---Internal Testing,0,0.00085322,0.000528688,0.048135668
Dataset2---Internal Testing,0,0.001348501,0.000372523,0.071361224
Dataset2---Internal Testing,0,0.901903826,0.023376718,0.049205492
Dataset2---Internal Testing,0,0.126812806,0.000726759,0.094681942
Dataset2---Internal Testing,0,0.447196083,0.002792698,0.505140936
Dataset2---Internal Testing,0,4.103E-07,0.000391324,0.581938649
Dataset2---Internal Testing,0,0.150652239,0.001510464,0.199439077
Dataset2---Internal Testing,0,0.394592631,0.699883282,0.205317135
Dataset2---Internal Testing,0,0.002400196,0.000404232,0.054127387
Dataset2---Internal Testing,0,0.140904209,0.000290252,0.144198348
Dataset2---Internal Testing,0,0.046108995,0.00077384,0.11018009
Dataset2---Internal Testing,0,0.931984518,0.025956117,0.293778288
Dataset2---Internal Testing,0,0.192057055,0.001467042,0.101609329
Dataset2---Internal Testing,0,0.346300696,0.001081096,0.114688046
Dataset3---Multicenter,0,0.009225429,0.605521083,0.333975516
Dataset3---Multicenter,0,0.058237308,0.656032026,0.371871249
Dataset3---Multicenter,0,0.008555276,0.523162484,0.218862522
Dataset3---Multicenter,0,0.040938054,0.609122157,0.549007579
Dataset3---Multicenter,0,0.994408735,0.642843544,0.33560018
Dataset3---Multicenter,0,3.05896E-06,0.002498065,0.2091485
Dataset3---Multicenter,0,1.84732E-05,0.001495064,0.208529477
Dataset3---Multicenter,0,3.79633E-06,0.003023577,0.0001
Dataset3---Multicenter,0,0.015671989,0.463297695,0.664560178
Dataset3---Multicenter,0,0.99822722,0.859180748,0.24327604
Dataset3---Multicenter,0,0.005217512,0.008730615,0.230867573
Dataset3---Multicenter,0,0.010884093,0.003467237,0.15516622
Dataset3---Multicenter,0,0.01284777,0.001765741,0.331133214
Dataset3---Multicenter,0,0.000605054,0.005223462,0.254566443
Dataset3---Multicenter,0,0.000810366,0.002845763,0.240912921
Dataset3---Multicenter,0,0.0039069,0.004166618,0.051290323
Dataset3---Multicenter,0,0.002530039,0.006090273,0.560912198
Dataset3---Multicenter,0,0.087698397,0.002203521,0.199301353
Dataset3---Multicenter,0,0.092682788,0.001858509,0.061307484
Dataset3---Multicenter,0,0.00752876,0.198853374,0.01
Dataset3---Multicenter,0,0.01776009,0.001093403,0.01
Dataset3---Multicenter,0,0.001765777,0.002333657,0.01
Dataset3---Multicenter,0,0.160082902,0.000526548,0.01
Dataset3---Multicenter,0,0.758890389,0.000877833,0.01
Dataset3---Multicenter,0,0.016061103,0.001822111,0.01
Dataset3---Multicenter,0,0.105035582,0.001068871,0.01
Dataset3---Multicenter,0,0.003745744,0.000766564,0.01
Dataset3---Multicenter,0,0.002330338,0.495082587,0.01
Dataset3---Multicenter,0,0.138650119,0.007964639,0.01
Dataset3---Multicenter,0,0.204631396,0.058646798,0.01
Dataset3---Multicenter,0,0.002175371,0.001161144,0.01
Dataset3---Multicenter,0,0.000729527,0.00107117,0.01
Dataset3---Multicenter,0,0.000214683,0.013987511,0.01
Dataset3---Multicenter,0,7.34378E-05,0.000883616,0.01
Dataset3---Multicenter,0,0.273737682,0.000853529,0.01
Dataset3---Multicenter,0,0.000249904,0.001682733,0.01
